i;T_Z;v_z;CX;CY;k;R;v_f;v_cruis;k_f;px_1;py_1;pz_1;d_1;phi_1;angle_1;v1;vx1;vy1;setPx1;setPy1;
84;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6424619555473328;0.3015715777873993;0.202970951795578;0.33352784787413425;0.4413235921283767;2.2426427603232897;0.3;0.2348021163112353;-0.1867296606749049;0.6894223788095798;0.2642256456524183;
85;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6492016315460205;0.2974742650985718;0.20352163910865784;0.3327943287556593;0.46489600960408933;2.261343077017248;0.3;0.231269361867603;-0.19108762979678118;0.6954555039195411;0.25925673913921554;
86;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6556020975112915;0.29301735758781433;0.20313791930675507;0.33176977649818934;0.4881652608341811;2.277788919391205;0.3;0.22809563197358462;-0.19486503707584651;0.7012212239060084;0.25404435017264504;
87;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6638224720954895;0.2970099151134491;0.20781750977039337;0.33919418043235305;0.5040496272235006;2.3426163793329247;0.3;0.2149927435591828;-0.20923221601105185;0.706821020807326;0.2551634719112387;
88;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6699567437171936;0.29209694266319275;0.20679816603660583;0.33794366194402337;0.5269673501659143;2.357375216261401;0.3;0.21188141672300792;-0.21238235625270538;0.7123330270617951;0.24962047141265167;
89;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6760313510894775;0.28731483221054077;0.20622356235980988;0.3369522953988563;0.5496891250575332;2.3736036368598916;0.3;0.2084070376952223;-0.21579274000554832;0.717712758628522;0.2441562842094311;
90;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6820399165153503;0.28261008858680725;0.20595958828926086;0.3361651281378822;0.5722433105195487;2.3909863437245202;0.3;0.20462467946594715;-0.21938263503171437;0.7229648524085398;0.23873356158046438;
91;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.6882244944572449;0.2780962884426117;0.2056836485862732;0.3358065007697762;0.5950072311402869;2.4113896632100422;0.3;0.20010626534950762;-0.22351170566185666;0.7282457475271464;0.23339394731024038;
92;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.7004024982452393;0.2494966834783554;0.18747036159038544;0.32001524396445835;0.6767055925966331;2.386702515823944;0.3;0.20556259649495862;-0.21850404783950989;0.741515017544231;0.20579587391045343;
93;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.7087779641151428;0.24450747668743134;0.18875165283679962;0.3215153875883993;0.7067373757468342;2.4270179375583805;0.3;0.19658886851008406;-0.22661159894834348;0.7480957378171597;0.19918515689776264;
94;0.2;0.05;0.5;0.0;7.0;0.3;0.05;0.3;0.1;0.7141145467758179;0.28275206685066223;0.22739025950431824;0.35467417505273097;0.6481262077547896;2.58444351096555;0.3;0.1586305917401033;-0.25462980062079277;0.7458406651238385;0.23182610672650367;
