i; x; y; d; phi; angle; vx; vy; CX; CY; k; R; v 
130;0.2419251650571823;-0.10837662220001221;0.11620332054014704;2.772476287661422;4.344892945092288;-0.09332298941694347;-0.03592797860004174;0.2;0.0;0.1;0.1;0.1
131;0.2419251650571823;-0.10837662220001221;0.11620332054014704;2.772476287661422;4.344892945092288;-0.09332298941694347;-0.03592797860004174;0.2;0.0;0.1;0.1;0.1
132;0.2419251650571823;-0.10837662220001221;0.11620332054014704;2.772476287661422;4.344892945092288;-0.09332298941694347;-0.03592797860004174;0.2;0.0;0.1;0.1;0.1
133;0.24163758754730225;-0.10838761180639267;0.11620332054014704;2.772476287661422;4.344892945092288;-0.09332298941694347;-0.03592797860004174;0.2;0.0;0.1;0.1;0.1
134;0.24163758754730225;-0.10838761180639267;0.11611013345032607;2.7748203842556007;4.34722772300181;-0.09340661883104236;-0.03570999241882255;0.2;0.0;0.1;0.1;0.1
135;0.24056939780712128;-0.11102255433797836;0.11611013345032607;2.7748203842556007;4.34722772300181;-0.09340661883104236;-0.03570999241882255;0.2;0.0;0.1;0.1;0.1
136;0.24056939780712128;-0.11102255433797836;0.11820272251586177;2.791250911741636;4.363867508777699;-0.09398786700509955;-0.034150854393876;0.2;0.0;0.1;0.1;0.1
137;0.24056939780712128;-0.11102255433797836;0.11820272251586177;2.791250911741636;4.363867508777699;-0.09398786700509955;-0.034150854393876;0.2;0.0;0.1;0.1;0.1
138;0.24056939780712128;-0.11102255433797836;0.11820272251586177;2.791250911741636;4.363867508777699;-0.09398786700509955;-0.034150854393876;0.2;0.0;0.1;0.1;0.1
139;0.24056939780712128;-0.11102255433797836;0.11820272251586177;2.791250911741636;4.363867508777699;-0.09398786700509955;-0.034150854393876;0.2;0.0;0.1;0.1;0.1
140;0.24076125025749207;-0.1108766570687294;0.11820272251586177;2.791250911741636;4.363867508777699;-0.09398786700509955;-0.034150854393876;0.2;0.0;0.1;0.1;0.1
141;0.2395535558462143;-0.11274997889995575;0.11813175951153236;2.7893016197098794;4.36191112046893;-0.09392087484833062;-0.034334665685342235;0.2;0.0;0.1;0.1;0.1
142;0.2395535558462143;-0.11274997889995575;0.11948657465179952;2.8041984998392113;4.37694348163277;-0.09442637496644908;-0.032918987084896136;0.2;0.0;0.1;0.1;0.1
143;0.2395535558462143;-0.11274997889995575;0.11948657465179952;2.8041984998392113;4.37694348163277;-0.09442637496644908;-0.032918987084896136;0.2;0.0;0.1;0.1;0.1
144;0.23953257501125336;-0.11267390847206116;0.11948657465179952;2.8041984998392113;4.37694348163277;-0.09442637496644908;-0.032918987084896136;0.2;0.0;0.1;0.1;0.1
145;0.23953257501125336;-0.11267390847206116;0.1194078478886157;2.8041534140747393;4.376890523221753;-0.09442463149678781;-0.03292398770950788;0.2;0.0;0.1;0.1;0.1
146;0.23953257501125336;-0.11267390847206116;0.1194078478886157;2.8041534140747393;4.376890523221753;-0.09442463149678781;-0.03292398770950788;0.2;0.0;0.1;0.1;0.1
147;0.23854181170463562;-0.11453824490308762;0.12084899997499053;2.8169972250492146;4.389878448820731;-0.09484426982285424;-0.03169486522718818;0.2;0.0;0.1;0.1;0.1
148;0.23854181170463562;-0.11453824490308762;0.12084899997499053;2.8169972250492146;4.389878448820731;-0.09484426982285424;-0.03169486522718818;0.2;0.0;0.1;0.1;0.1
149;0.23854181170463562;-0.11453824490308762;0.12084899997499053;2.8169972250492146;4.389878448820731;-0.09484426982285424;-0.03169486522718818;0.2;0.0;0.1;0.1;0.1
150;0.23864932358264923;-0.11482606828212738;0.1211560818552998;2.816913833339365;4.389825765163455;-0.09484259988981462;-0.03169986192620617;0.2;0.0;0.1;0.1;0.1
151;0.23864932358264923;-0.11482606828212738;0.1211560818552998;2.816913833339365;4.389825765163455;-0.09484259988981462;-0.03169986192620617;0.2;0.0;0.1;0.1;0.1
152;0.23717547953128815;-0.11666560173034668;0.1211560818552998;2.816913833339365;4.389825765163455;-0.09484259988981462;-0.03169986192620617;0.2;0.0;0.1;0.1;0.1
153;0.23717547953128815;-0.11666560173034668;0.12244541194134263;2.833114901900279;4.406155766120015;-0.09534759015209007;-0.0301469244233812;0.2;0.0;0.1;0.1;0.1
154;0.23717547953128815;-0.11666560173034668;0.12244541194134263;2.833114901900279;4.406155766120015;-0.09534759015209007;-0.0301469244233812;0.2;0.0;0.1;0.1;0.1
155;0.23717547953128815;-0.11666560173034668;0.12244541194134263;2.833114901900279;4.406155766120015;-0.09534759015209007;-0.0301469244233812;0.2;0.0;0.1;0.1;0.1
156;0.23717547953128815;-0.11666560173034668;0.12244541194134263;2.833114901900279;4.406155766120015;-0.09534759015209007;-0.0301469244233812;0.2;0.0;0.1;0.1;0.1
157;0.23729126155376434;-0.11653822660446167;0.12235929244803649;2.831897266834007;4.404929519147632;-0.09531055090035256;-0.030263821422142054;0.2;0.0;0.1;0.1;0.1
158;0.23729126155376434;-0.11653822660446167;0.12235929244803649;2.831897266834007;4.404929519147632;-0.09531055090035256;-0.030263821422142054;0.2;0.0;0.1;0.1;0.1
